19,沈阳药科大学,C08,1,免疫调节 ( C080105 ) ,昆虫Toll受体激活途径的一种负向调控因子的一级结构及其作用,23万元,2012年01月01日 至 2014年12月31日,赵明沂,http://fund.sciencenet.cn/index.php/item/view/9088
37,沈阳药科大学,H28,20,中药质量评价 ( H2804 ) ,"蒲黄""生行熟止""的物质基础及质量评价",71万元,2015年01月01日 至 2018年12月31日,刘晓秋,http://fund.sciencenet.cn/index.php/item/view/374392
38,沈阳药科大学,H28,20,中药药效物质 ( H2803 ) ,基于“多维谱效关系”的热毒宁注射液抗急性肺损伤药效物质基础研究,23万元,2015年01月01日 至 2017年12月31日,王艳娟,http://fund.sciencenet.cn/index.php/item/view/374298
39,沈阳药科大学,H28,20,中药学其他科学问题 ( H2819 ) ,基于新靶点的三种抗菌肽一级结构解析、可溶性表达以及作用机制研究,72万元,2015年01月01日 至 2018年12月31日,张景海,http://fund.sciencenet.cn/index.php/item/view/374213
1,沈阳药科大学,H30,21,药物设计与药物信息 ( H3007 ) ,第九届世界华人药物化学研讨会,8万元,2014年01月01日 至 2014年12月31日,程卯生,http://fund.sciencenet.cn/index.php/item/view/375085
2,沈阳药科大学,H30,21,药物分析 ( H3010 ) ,衍生化环糊精修饰的纳米金粒子用于开管毛细管电色谱手性药物分离研究,70万元,2015年01月01日 至 2018年12月31日,郭兴杰,http://fund.sciencenet.cn/index.php/item/view/375059
3,沈阳药科大学,H31,21,药理学 ( H31 ) ,吡咯里西啶生物碱肝脏毒性机理研究,320万元,2015年01月01日 至 2019年12月31日,郑江,http://fund.sciencenet.cn/index.php/item/view/375131
4,沈阳药科大学,H31,21,药物毒理 ( H3112 ) ,酒精对氯胺酮神经毒性的影响及CREB信号通路相关调控机制研究,23万元,2015年01月01日 至 2017年12月31日,左代英,http://fund.sciencenet.cn/index.php/item/view/375112
5,沈阳药科大学,H30,21,药剂学 ( H3008 ) ,基于聚乳酸类注射用缓释微球的结构形态与材料性质对大分子药物释放和生物活性的研究,23万元,2015年01月01日 至 2017年12月31日,蔡翠芳,http://fund.sciencenet.cn/index.php/item/view/375108
6,沈阳药科大学,H30,21,天然药物化学 ( H3002 ) ,基于miRNAs芯片分析方法的天然查耳酮体内肺癌化学预防作用和机制研究,80万元,2015年01月01日 至 2018年12月31日,李宁,http://fund.sciencenet.cn/index.php/item/view/375025
7,沈阳药科大学,H30,21,药剂学 ( H3008 ) ,辅料功能性与辅料性质和结构关系的构建及其功能性评价方法学研究,80万元,2015年01月01日 至 2018年12月31日,李三鸣,http://fund.sciencenet.cn/index.php/item/view/375023
8,沈阳药科大学,H30,21,合成药物化学 ( H3001 ) ,具有纳米自组装功能的选择性HDAC6抑制剂的设计、合成及抗肿瘤作用机制研究,67万元,2015年01月01日 至 2018年12月31日,刘丹,http://fund.sciencenet.cn/index.php/item/view/375010
9,沈阳药科大学,H30,21,药剂学 ( H3008 ) ,非膜电位依赖型线粒体靶向传递策略：治疗药物性耳聋,70万元,2015年01月01日 至 2018年12月31日,刘洪卓,http://fund.sciencenet.cn/index.php/item/view/375008
